"Date","Price","Open","High","Low","Vol.","Change %"
"12-03-2024","715.69","734.20","734.20","686.20","3.54M","-2.52%"
"11-03-2024","734.20","747.44","747.44","729.62","1.68M","-1.77%"
"07-03-2024","747.44","760.81","765.91","746.16","1.55M","-2.40%"
"06-03-2024","765.83","761.81","776.14","749.49","2.19M","0.53%"
"05-03-2024","761.81","774.24","774.24","757.48","956.67K","-1.40%"
"04-03-2024","772.65","787.93","788.13","769.47","762.20K","-1.40%"
"02-03-2024","783.61","779.67","786.46","774.34","150.47K","0.68%"
"01-03-2024","778.28","789.46","794.76","774.47","1.93M","-1.28%"
"29-02-2024","788.41","772.79","792.79","761.93","1.20M","1.26%"
"28-02-2024","778.57","802.78","806.11","760.36","3.11M","-2.45%"
"27-02-2024","798.15","763.03","802.48","759.48","3.61M","5.14%"
"26-02-2024","759.13","763.81","765.81","749.82","989.76K","0.09%"
"23-02-2024","758.41","741.14","782.46","735.16","2.71M","3.48%"
"22-02-2024","732.90","737.83","740.44","719.46","1.41M","-0.72%"
"21-02-2024","738.23","768.81","769.77","729.50","1.68M","-3.52%"
"20-02-2024","765.13","771.14","778.47","764.28","723.56K","-0.33%"
"19-02-2024","767.69","772.84","783.50","763.48","1.78M","0.04%"
"16-02-2024","767.41","780.80","781.03","766.16","813.64K","-0.86%"
"15-02-2024","774.07","789.46","793.46","771.14","1.17M","-1.00%"
"14-02-2024","781.86","759.48","793.89","757.81","912.11K","0.23%"
"13-02-2024","780.10","797.79","798.79","763.49","1.25M","-0.86%"
"12-02-2024","786.88","832.76","834.53","774.54","1.64M","-5.12%"
"09-02-2024","829.30","840.32","856.41","801.78","2.30M","-0.88%"
"08-02-2024","836.68","842.76","843.42","816.11","1.67M","0.40%"
"07-02-2024","833.36","829.43","846.07","810.36","2.40M","1.31%"
"06-02-2024","822.55","852.42","852.42","792.92","4.93M","-3.58%"
"05-02-2024","853.10","826.10","865.72","826.10","4.63M","3.90%"
"02-02-2024","821.10","836.09","838.89","811.79","3.06M","-1.14%"
"01-02-2024","830.58","780.37","835.43","779.47","7.85M","7.31%"
"31-01-2024","774.00","735.90","780.42","727.84","3.28M","6.21%"
"30-01-2024","728.77","712.80","739.49","711.85","2.26M","2.77%"
"29-01-2024","709.15","710.38","722.84","706.22","1.33M","0.33%"
"25-01-2024","706.83","703.57","717.98","702.54","2.36M","0.46%"
"24-01-2024","703.57","699.52","716.06","659.75","4.34M","0.04%"
"23-01-2024","703.27","747.49","750.82","699.52","2.79M","-5.80%"
"20-01-2024","746.57","761.51","761.51","744.02","667.37K","-1.52%"
"19-01-2024","758.10","771.14","776.14","747.82","1.55M","-0.95%"
"18-01-2024","765.38","763.48","775.39","752.82","2.13M","0.47%"
"17-01-2024","761.81","762.81","784.76","755.95","3.39M","-0.94%"
"16-01-2024","769.06","747.49","772.80","746.16","2.87M","3.15%"
"15-01-2024","745.61","745.19","752.48","734.91","3.95M","0.06%"
"12-01-2024","745.19","754.82","755.13","741.19","1.59M","-0.83%"
"11-01-2024","751.42","754.48","762.48","750.85","1.13M","-0.17%"
"10-01-2024","752.67","766.14","772.77","746.91","1.39M","-1.80%"
"09-01-2024","766.48","762.24","768.14","758.65","1.25M","1.14%"
"08-01-2024","757.85","769.46","772.79","754.07","2.51M","-1.24%"
"05-01-2024","767.39","761.81","769.47","756.78","1.60M","1.17%"
"04-01-2024","758.51","751.15","764.13","746.16","1.47M","1.05%"
"03-01-2024","750.60","745.76","757.48","736.16","1.57M","0.78%"
"02-01-2024","744.81","737.56","766.14","733.00","2.80M","1.49%"
"01-01-2024","733.85","741.16","742.08","729.50","1.46M","-0.82%"
"29-12-2023","739.89","747.49","747.79","733.50","1.94M","-0.99%"
"28-12-2023","747.26","758.48","766.48","744.16","1.61M","-1.04%"
"27-12-2023","755.08","773.54","776.12","752.15","2.22M","-1.90%"
"26-12-2023","769.67","777.13","786.93","766.18","2.05M","-0.40%"
"22-12-2023","772.77","781.33","792.12","767.04","1.61M","-0.60%"
"21-12-2023","777.43","765.48","780.42","739.54","2.79M","0.96%"
"20-12-2023","770.06","803.12","822.10","757.81","4.71M","-3.69%"
"19-12-2023","799.57","792.79","806.11","777.57","2.42M","1.21%"
"18-12-2023","790.04","775.37","797.02","757.85","2.94M","2.51%"
"15-12-2023","770.71","787.41","790.13","769.47","1.79M","-1.58%"
"14-12-2023","783.05","794.79","805.45","779.50","2.03M","-0.59%"
"13-12-2023","787.69","771.77","807.78","771.77","4.25M","2.53%"
"12-12-2023","768.24","788.29","793.79","766.14","2.44M","-2.00%"
"11-12-2023","783.93","807.91","819.04","762.16","2.78M","-2.66%"
"08-12-2023","805.33","822.97","827.77","802.78","1.87M","-1.88%"
"07-12-2023","820.80","830.43","839.09","817.76","2.45M","-0.89%"
"06-12-2023","828.13","815.11","839.24","797.80","3.82M","1.72%"
"05-12-2023","814.13","840.09","840.81","808.45","3.62M","-2.70%"
"04-12-2023","836.73","856.75","864.41","826.95","3.94M","0.53%"
"01-12-2023","832.31","832.76","857.75","824.47","5.61M","0.88%"
"30-11-2023","825.09","807.71","847.52","799.45","8.61M","2.03%"
"29-11-2023","808.65","788.46","813.44","772.80","6.09M","3.36%"
"28-11-2023","782.38","747.82","789.43","747.82","8.86M","8.20%"
"24-11-2023","723.07","709.65","728.43","689.98","4.39M","2.28%"
"23-11-2023","706.97","699.25","716.76","696.61","4.71M","1.61%"
"22-11-2023","695.77","719.59","740.78","691.36","7.98M","-2.82%"
"21-11-2023","715.99","766.14","781.12","712.18","8.60M","-5.02%"
"20-11-2023","753.82","815.81","824.44","749.50","7.39M","-6.15%"
"17-11-2023","803.22","779.35","814.44","775.47","7.36M","3.66%"
"16-11-2023","774.89","766.48","781.47","753.28","5.65M","1.04%"
"15-11-2023","766.93","792.46","793.79","747.99","9.58M","-0.84%"
"13-11-2023","773.44","711.11","782.80","702.85","14.34M","9.21%"
"12-11-2023","708.20","700.19","722.34","699.52","4.70M","5.73%"
"10-11-2023","669.79","656.22","684.53","654.60","5.08M","2.41%"
"09-11-2023","654.04","689.53","690.19","649.92","5.07M","-5.18%"
"08-11-2023","689.76","676.27","694.32","671.21","6.93M","2.71%"
"07-11-2023","671.56","622.21","676.65","616.24","12.12M","8.20%"
"06-11-2023","620.66","605.59","626.04","591.08","3.65M","3.54%"
"03-11-2023","599.46","597.92","607.38","593.78","2.81M","1.61%"
"02-11-2023","589.95","605.85","619.58","583.10","4.68M","-1.31%"
"01-11-2023","597.79","625.57","629.57","593.49","5.32M","-3.67%"
"31-10-2023","620.58","632.90","648.19","616.28","6.28M","-1.83%"
"30-10-2023","632.13","619.91","637.20","591.93","6.51M","1.86%"
"27-10-2023","620.56","615.91","637.16","613.26","8.97M","3.54%"
"26-10-2023","599.32","589.60","609.50","528.36","19.53M","0.59%"
"25-10-2023","595.83","582.93","608.92","564.65","14.48M","4.78%"
"23-10-2023","568.66","546.29","598.92","543.89","21.34M","7.52%"
"20-10-2023","528.90","516.31","530.97","512.25","5.45M","3.26%"
"19-10-2023","512.18","494.66","515.65","490.66","4.27M","3.35%"
"18-10-2023","495.56","492.33","497.99","488.33","1.87M","0.51%"
"17-10-2023","493.05","496.54","501.72","488.02","2.54M","-0.06%"
"16-10-2023","493.33","494.16","505.99","489.73","2.87M","-0.16%"
"13-10-2023","494.11","491.00","497.19","485.65","2.06M","0.60%"
"12-10-2023","491.18","498.04","504.57","478.69","4.08M","-0.49%"
"11-10-2023","493.58","482.67","501.66","482.67","6.74M","3.30%"
"10-10-2023","477.81","469.00","490.33","468.01","8.05M","3.65%"
"09-10-2023","461.00","454.36","479.67","453.04","7.54M","-1.25%"
"06-10-2023","466.85","444.10","472.68","443.70","9.08M","5.69%"
"05-10-2023","441.73","428.62","442.96","428.62","2.47M","3.58%"
"04-10-2023","426.47","434.37","443.03","417.26","2.85M","-1.35%"
"03-10-2023","432.32","433.04","435.77","426.71","1.56M","-0.01%"
"29-09-2023","432.35","432.70","442.70","425.66","3.32M","0.23%"
"28-09-2023","431.34","437.37","453.02","425.73","5.19M","-0.98%"
"27-09-2023","435.62","427.14","437.37","420.95","4.80M","2.39%"
"26-09-2023","425.44","403.96","428.72","399.91","6.66M","5.82%"
"25-09-2023","402.06","411.05","415.62","386.85","3.37M","0.89%"
"22-09-2023","398.51","391.40","401.89","384.67","3.31M","1.76%"
"21-09-2023","391.62","399.73","400.99","390.25","3.76M","-2.15%"
"20-09-2023","400.23","414.38","417.58","391.75","4.59M","-3.60%"
"18-09-2023","415.17","415.05","430.99","411.88","3.20M","-2.09%"
"15-09-2023","424.03","429.04","443.70","419.71","3.07M","-0.79%"
"14-09-2023","427.41","435.87","441.03","425.04","3.31M","-1.32%"
"13-09-2023","433.12","422.01","439.35","406.01","8.08M","0.17%"
"12-09-2023","432.39","457.02","460.62","410.69","10.71M","-5.19%"
"11-09-2023","456.07","446.36","479.01","443.08","9.81M","3.38%"
"08-09-2023","441.18","419.71","449.03","418.05","8.50M","5.83%"
"07-09-2023","416.88","399.68","421.05","393.08","10.93M","3.83%"
"06-09-2023","401.51","388.40","409.39","369.08","17.62M","1.53%"
"05-09-2023","395.46","399.73","405.79","385.75","14.85M","-0.09%"
"04-09-2023","395.81","370.58","400.74","361.62","22.21M","5.51%"
"01-09-2023","375.13","355.19","379.34","341.10","30.10M","5.97%"
"31-08-2023","354.01","320.78","361.39","317.32","30.96M","9.81%"
"30-08-2023","322.38","304.76","329.44","302.61","18.71M","6.36%"
"29-08-2023","303.11","303.09","303.96","300.49","2.05M","0.28%"
"28-08-2023","302.26","302.41","304.24","297.46","2.72M","0.46%"
"25-08-2023","300.89","298.13","302.79","295.00","3.10M","-0.12%"
"24-08-2023","301.24","306.12","311.77","296.83","5.16M","-1.03%"
"23-08-2023","304.36","298.76","309.47","297.31","5.99M","1.59%"
"22-08-2023","299.59","298.01","302.13","297.15","4.63M","1.05%"
"21-08-2023","296.48","289.25","298.43","287.69","4.21M","3.02%"
"18-08-2023","287.80","286.95","290.47","282.46","3.31M","0.30%"
"17-08-2023","286.95","279.76","291.13","279.76","4.00M","2.57%"
"16-08-2023","279.76","289.77","289.77","278.31","5.12M","-4.56%"
"14-08-2023","293.12","298.75","298.75","290.47","3.00M","-2.05%"
"11-08-2023","299.26","298.13","303.46","296.80","4.93M","0.67%"
"10-08-2023","297.28","305.79","308.12","288.30","17.53M","-3.35%"
"09-08-2023","307.59","295.01","308.79","294.35","14.20M","4.62%"
"08-08-2023","294.00","289.40","295.76","289.22","5.78M","1.72%"
"07-08-2023","289.04","287.99","291.47","283.79","4.16M","0.75%"
"04-08-2023","286.90","279.81","287.79","279.49","6.17M","2.77%"
"03-08-2023","279.18","278.14","283.74","272.51","5.34M","0.10%"
"02-08-2023","278.89","281.81","291.25","272.48","13.05M","-0.56%"
"01-08-2023","280.47","270.48","281.81","267.82","10.14M","4.04%"
"31-07-2023","269.57","268.48","271.15","263.20","6.44M","0.90%"
"28-07-2023","267.17","260.49","269.82","255.16","9.30M","2.87%"
"27-07-2023","259.71","256.92","265.78","256.82","8.42M","1.41%"
"26-07-2023","256.11","246.33","257.82","246.11","9.59M","4.22%"
"25-07-2023","245.75","244.13","247.83","242.50","2.50M","1.27%"
"24-07-2023","242.67","246.95","247.11","241.72","1.93M","-1.24%"
"21-07-2023","245.72","245.17","251.48","244.22","2.57M","-0.07%"
"20-07-2023","245.88","245.60","248.15","244.23","2.23M","0.11%"
"19-07-2023","245.60","246.15","249.16","243.18","2.83M","0.01%"
"18-07-2023","245.57","251.49","252.39","244.17","2.66M","-1.86%"
"17-07-2023","250.23","253.16","253.28","249.50","2.71M","-0.82%"
"14-07-2023","252.31","246.58","254.81","246.58","7.11M","2.87%"
"13-07-2023","245.27","253.83","257.06","242.83","7.91M","-2.55%"
"12-07-2023","251.69","234.16","262.47","233.84","29.90M","7.92%"
"11-07-2023","233.21","232.69","234.51","231.96","2.66M","0.63%"
"10-07-2023","231.74","234.84","236.09","230.58","4.25M","-1.66%"
"07-07-2023","235.64","235.76","239.77","232.04","12.79M","0.27%"
"06-07-2023","235.01","227.51","236.72","223.68","29.48M","3.70%"
"05-07-2023","226.63","224.18","228.18","221.91","6.97M","1.12%"
"04-07-2023","224.11","224.01","228.18","220.52","15.45M","0.51%"
"03-07-2023","222.98","203.79","224.85","203.78","30.46M","10.00%"
"30-06-2023","202.71","205.66","205.74","201.90","2.47M","-1.01%"
"28-06-2023","204.78","205.03","207.96","203.56","7.54M","2.39%"
"27-06-2023","200.00","199.70","201.50","197.73","2.69M","0.61%"
"26-06-2023","198.78","203.53","203.81","196.20","4.02M","-1.94%"
"23-06-2023","202.71","201.18","206.51","198.53","11.74M","0.88%"
"22-06-2023","200.95","195.20","203.63","194.95","20.68M","5.44%"
"21-06-2023","190.59","190.50","194.03","190.19","2.18M","0.05%"
"20-06-2023","190.50","189.52","191.37","188.20","1.50M","0.54%"
"19-06-2023","189.47","191.59","192.00","188.87","1.39M","-0.60%"
"16-06-2023","190.62","191.54","193.42","189.87","2.63M","-0.30%"
"15-06-2023","191.19","190.97","194.20","189.80","3.94M","0.61%"
"14-06-2023","190.04","188.20","191.00","188.09","2.56M","1.34%"
"13-06-2023","187.52","190.97","191.52","186.21","2.61M","-1.31%"
"12-06-2023","190.00","185.21","191.67","183.69","3.26M","2.88%"
"09-06-2023","184.69","186.87","187.52","183.87","954.44K","-0.78%"
"08-06-2023","186.14","189.00","189.99","185.37","1.65M","-1.19%"
"07-06-2023","188.39","189.42","191.50","188.02","1.77M","-0.04%"
"06-06-2023","188.47","191.79","192.85","186.61","2.13M","-1.89%"
"05-06-2023","192.10","192.02","194.03","190.89","2.48M","0.82%"
"02-06-2023","190.54","191.20","193.87","189.24","2.73M","0.23%"
"01-06-2023","190.10","186.41","191.87","185.89","5.72M","2.33%"
"31-05-2023","185.77","180.41","187.97","179.28","6.21M","2.89%"
"30-05-2023","180.56","180.54","181.14","178.94","985.07K","-0.01%"
"29-05-2023","180.58","179.88","182.19","179.14","1.57M","1.07%"
"26-05-2023","178.66","177.96","179.59","177.38","1.04M","0.39%"
"25-05-2023","177.96","176.88","179.58","175.21","1.31M","0.72%"
"24-05-2023","176.68","177.61","178.33","176.06","1.13M","-0.55%"
"23-05-2023","177.65","176.18","180.61","175.88","1.77M","1.22%"
"22-05-2023","175.51","174.88","176.41","173.55","1.04M","0.52%"
"19-05-2023","174.60","176.51","176.53","173.55","1.36M","-1.08%"
"18-05-2023","176.51","179.28","180.54","175.21","1.52M","-1.30%"
"17-05-2023","178.84","180.13","180.89","177.38","1.37M","-0.52%"
"16-05-2023","179.78","181.81","184.17","178.88","1.74M","-1.12%"
"15-05-2023","181.81","181.74","184.86","178.94","2.81M","-0.71%"
"12-05-2023","183.11","183.21","186.52","181.54","8.28M","1.77%"
"11-05-2023","179.93","177.05","181.19","176.75","3.31M","2.14%"
"10-05-2023","176.16","177.55","178.54","174.25","1.70M","-0.38%"
"09-05-2023","176.83","179.56","181.98","175.91","3.90M","-0.93%"
"08-05-2023","178.49","170.48","179.88","170.22","4.58M","5.04%"
"05-05-2023","169.92","171.62","174.35","168.72","1.86M","-1.02%"
"04-05-2023","171.67","173.15","174.85","171.08","1.66M","-0.64%"
"03-05-2023","172.78","175.65","177.05","172.10","2.53M","-1.63%"
"02-05-2023","175.65","174.88","178.88","174.26","3.30M","0.84%"
"28-04-2023","174.18","174.88","176.28","171.88","4.73M","0.42%"
"27-04-2023","173.46","166.35","174.51","166.19","10.00M","4.31%"
"26-04-2023","166.30","166.55","169.72","164.37","7.82M","0.92%"
"25-04-2023","164.79","152.90","166.15","152.73","14.90M","8.02%"
"24-04-2023","152.55","150.56","154.56","150.56","1.67M","1.46%"
"21-04-2023","150.36","150.23","151.63","149.56","938.99K","0.34%"
"20-04-2023","149.85","152.06","152.38","148.96","1.10M","-1.00%"
"19-04-2023","151.36","155.63","156.18","150.90","1.31M","-2.74%"
"18-04-2023","155.63","153.56","158.06","153.54","2.03M","1.37%"
"17-04-2023","153.53","152.56","154.88","150.58","1.27M","0.36%"
"13-04-2023","152.98","153.26","154.54","151.93","833.10K","-0.66%"
"12-04-2023","153.99","155.26","157.53","152.73","1.82M","-0.19%"
"11-04-2023","154.29","153.06","156.46","151.91","2.03M","1.22%"
"10-04-2023","152.43","150.56","153.05","149.90","1.40M","1.62%"
"06-04-2023","150.00","149.90","152.46","148.96","1.71M","-0.12%"
"05-04-2023","150.18","149.90","152.23","148.18","1.53M","0.30%"
"03-04-2023","149.73","144.90","151.10","144.27","3.37M","4.31%"
"31-03-2023","143.55","139.90","146.15","139.60","3.77M","3.63%"
"29-03-2023","138.52","136.46","139.90","135.77","2.92M","1.97%"
"28-03-2023","135.84","138.12","139.22","135.31","2.04M","-1.13%"
"27-03-2023","137.39","141.72","142.47","136.62","2.19M","-3.06%"
"24-03-2023","141.72","146.55","147.67","140.64","1.90M","-3.02%"
"23-03-2023","146.13","146.90","148.80","145.90","1.15M","-0.46%"
"22-03-2023","146.80","145.47","148.88","145.40","1.24M","1.23%"
"21-03-2023","145.02","144.90","146.40","144.58","982.11K","1.02%"
"20-03-2023","143.55","146.30","146.57","142.62","1.71M","-1.88%"
"17-03-2023","146.30","148.56","149.90","145.90","1.73M","-0.27%"
"16-03-2023","146.70","149.23","150.53","146.57","2.24M","-2.43%"
"15-03-2023","150.35","149.23","157.29","148.63","5.18M","1.50%"
"14-03-2023","148.13","147.18","150.23","146.08","1.78M","1.15%"
"13-03-2023","146.45","149.80","151.13","145.70","1.93M","-2.24%"
"10-03-2023","149.80","150.23","151.78","149.03","1.70M","-1.74%"
"09-03-2023","152.45","155.44","156.86","151.40","2.35M","-1.77%"
"08-03-2023","155.19","159.36","159.49","154.39","3.20M","-3.12%"
"06-03-2023","160.19","151.35","162.77","150.71","8.11M","7.26%"
"03-03-2023","149.35","149.18","151.31","148.05","2.54M","1.12%"
"02-03-2023","147.70","148.10","151.81","147.30","1.81M","-0.27%"
"01-03-2023","148.10","147.57","151.03","146.93","2.22M","0.87%"
"28-02-2023","146.82","145.90","148.88","145.08","2.55M","1.15%"
"27-02-2023","145.15","146.57","147.48","142.25","2.44M","-0.81%"
"24-02-2023","146.33","149.53","150.10","145.90","2.17M","-1.61%"
"23-02-2023","148.73","150.86","151.90","148.27","1.99M","-1.35%"
"22-02-2023","150.76","156.06","156.34","150.43","1.94M","-3.32%"
"21-02-2023","155.94","155.56","158.56","155.38","1.26M","-0.06%"
"20-02-2023","156.04","158.84","159.17","155.69","1.43M","-1.38%"
"17-02-2023","158.23","160.89","161.11","157.89","1.66M","-1.67%"
"16-02-2023","160.92","160.87","163.85","160.59","1.44M","0.07%"
"15-02-2023","160.81","160.42","163.20","159.99","1.10M","0.26%"
"14-02-2023","160.39","163.22","163.70","160.22","1.12M","-1.55%"
"13-02-2023","162.91","164.89","166.52","162.56","1.12M","-2.38%"
"10-02-2023","166.89","167.55","171.23","165.22","1.71M","-0.93%"
"09-02-2023","168.45","162.21","169.72","160.26","2.68M","3.90%"
"08-02-2023","162.12","165.22","165.89","161.84","1.83M","-1.40%"
"07-02-2023","164.42","166.55","167.22","163.89","1.07M","-0.96%"
"06-02-2023","166.02","166.59","168.13","165.24","1.12M","-0.34%"
"03-02-2023","166.59","168.22","169.92","164.89","1.22M","-0.69%"
"02-02-2023","167.74","166.89","170.72","165.90","1.25M","-0.03%"
"01-02-2023","167.79","171.88","174.68","166.30","1.77M","-1.89%"
"31-01-2023","171.03","169.20","171.85","168.45","1.14M","1.68%"
"30-01-2023","168.20","170.83","173.71","167.57","1.44M","-1.54%"
"27-01-2023","170.83","176.71","177.31","169.88","1.41M","-3.27%"
"25-01-2023","176.60","178.88","180.49","175.56","987.36K","-1.30%"
"24-01-2023","178.93","177.21","180.76","177.16","1.73M","1.41%"
"23-01-2023","176.45","174.11","181.09","173.43","2.01M","1.59%"
"20-01-2023","173.68","173.55","175.81","173.21","796.26K","0.31%"
"19-01-2023","173.15","175.50","175.88","172.58","1.35M","-1.34%"
"18-01-2023","175.50","176.88","177.71","174.96","728.84K","-0.76%"
"17-01-2023","176.85","178.21","178.98","175.80","709.14K","-0.69%"
"16-01-2023","178.08","178.71","179.19","177.00","583.52K","0.04%"
"13-01-2023","178.01","177.98","179.74","177.21","835.06K","0.36%"
"12-01-2023","177.38","179.21","179.53","176.88","737.95K","-0.69%"
"11-01-2023","178.61","179.88","182.21","178.23","1.26M","-0.25%"
"10-01-2023","179.06","178.54","180.54","178.26","808.99K","-0.12%"
"09-01-2023","179.28","180.58","183.81","178.21","989.87K","-0.70%"
"06-01-2023","180.54","182.54","182.82","179.94","791.13K","-0.97%"
"05-01-2023","182.31","184.64","185.34","181.14","749.84K","-0.63%"
"04-01-2023","183.47","188.87","188.87","183.21","1.24M","-2.61%"
"03-01-2023","188.39","186.21","190.20","184.32","1.27M","1.70%"
"02-01-2023","185.24","181.21","187.34","181.21","2.00M","2.05%"
"30-12-2022","181.51","179.88","182.33","179.71","1.19M","1.67%"
"29-12-2022","178.53","179.04","179.84","176.93","758.83K","-0.38%"
"28-12-2022","179.21","179.98","182.77","178.23","1.16M","0.02%"
"27-12-2022","179.18","179.54","181.81","178.38","1.10M","0.73%"
"26-12-2022","177.89","175.30","180.43","173.71","1.49M","1.48%"
"23-12-2022","175.30","181.54","182.41","174.88","2.12M","-4.21%"
"22-12-2022","183.01","188.19","189.19","180.76","2.19M","-2.20%"
"21-12-2022","187.12","194.53","194.67","185.96","1.99M","-3.11%"
"20-12-2022","193.13","192.53","195.45","192.15","1.40M","-0.17%"
"19-12-2022","193.45","196.92","197.26","193.07","1.44M","-1.76%"
"16-12-2022","196.92","192.87","198.20","191.94","3.79M","1.81%"
"15-12-2022","193.42","194.80","198.08","192.80","1.97M","-0.83%"
"14-12-2022","195.03","196.42","198.76","194.48","3.85M","-0.10%"
"13-12-2022","195.22","189.69","198.65","189.20","6.27M","3.30%"
"12-12-2022","188.99","190.64","190.64","188.54","916.18K","-1.00%"
"09-12-2022","190.89","192.20","192.72","190.37","1.38M","-0.40%"
"08-12-2022","191.65","193.20","193.70","191.20","1.14M","-1.09%"
"07-12-2022","193.77","194.53","195.87","191.67","1.89M","-0.16%"
"06-12-2022","194.08","189.20","196.20","188.87","3.09M","2.20%"
"05-12-2022","189.90","190.89","191.67","189.32","1.02M","-0.44%"
"02-12-2022","190.74","192.45","192.45","189.94","1.30M","-0.90%"
"01-12-2022","192.47","193.20","194.15","191.72","2.17M","0.10%"
"30-11-2022","192.27","192.70","193.87","191.87","1.20M","-0.53%"
"29-11-2022","193.30","193.20","194.45","191.27","3.33M","1.66%"
"28-11-2022","190.14","190.52","194.40","189.55","1.59M","-0.20%"
"25-11-2022","190.52","190.04","191.82","188.90","955.14K","0.53%"
"24-11-2022","189.52","186.04","191.54","186.04","1.87M","1.94%"
"23-11-2022","185.92","186.51","187.95","184.56","1.27M","0.28%"
"22-11-2022","185.41","188.00","188.27","184.96","1.15M","-0.92%"
"21-11-2022","187.14","188.87","191.37","186.56","1.16M","-0.94%"
"18-11-2022","188.92","191.54","191.54","188.37","1.12M","-0.91%"
"17-11-2022","190.65","192.85","193.10","190.20","967.31K","-1.14%"
"16-11-2022","192.85","194.52","194.87","191.90","940.80K","-0.70%"
"15-11-2022","194.20","196.50","198.00","193.22","1.62M","-1.37%"
"14-11-2022","196.90","191.54","199.78","190.30","4.17M","3.27%"
"11-11-2022","190.67","193.87","194.78","189.87","2.05M","-0.79%"
"10-11-2022","192.19","194.37","195.45","191.54","1.65M","-1.75%"
"09-11-2022","195.62","196.53","198.20","194.92","2.69M","-2.29%"
"07-11-2022","200.20","202.86","204.49","198.86","3.31M","-0.24%"
"04-11-2022","200.68","197.86","202.29","197.61","1.52M","1.62%"
"03-11-2022","197.48","197.70","198.75","196.20","1.05M","-0.18%"
"02-11-2022","197.83","199.28","199.28","196.82","844.14K","-0.22%"
"01-11-2022","198.26","197.33","199.53","197.05","1.07M","0.86%"
"31-10-2022","196.57","200.53","201.45","196.20","1.88M","-1.66%"
"28-10-2022","199.88","203.71","204.84","199.20","1.28M","-1.88%"
"27-10-2022","203.71","205.21","206.86","203.08","2.21M","0.06%"
"25-10-2022","203.58","197.03","205.76","194.45","4.39M","3.65%"
"24-10-2022","196.42","196.53","196.53","195.22","542.09K","1.11%"
"21-10-2022","194.27","195.10","196.87","193.57","1.27M","0.08%"
"20-10-2022","194.12","195.17","195.53","193.58","1.09M","-1.02%"
"19-10-2022","196.13","197.88","198.90","195.73","1.57M","-0.20%"
"18-10-2022","196.53","197.07","199.41","195.27","1.13M","0.23%"
"17-10-2022","196.08","196.53","197.55","195.20","954.72K","-1.12%"
"14-10-2022","198.30","199.86","202.01","197.86","1.13M","0.70%"
"13-10-2022","196.92","196.85","198.16","195.60","737.42K","-0.29%"
"12-10-2022","197.50","198.20","199.35","195.13","1.56M","-0.23%"
"11-10-2022","197.95","203.03","204.98","196.25","1.69M","-2.35%"
"10-10-2022","202.71","202.53","203.64","201.35","1.03M","-1.41%"
"07-10-2022","205.61","203.49","206.16","202.81","1.48M","1.04%"
"06-10-2022","203.49","205.16","207.42","203.19","1.92M","-0.11%"
"04-10-2022","203.71","204.01","204.86","202.53","1.29M","1.58%"
"03-10-2022","200.55","202.29","204.86","198.73","1.35M","-0.63%"
"30-09-2022","201.83","200.16","205.64","200.16","1.68M","0.83%"
"29-09-2022","200.16","204.19","204.53","198.20","1.32M","-0.46%"
"28-09-2022","201.08","199.86","203.59","199.86","1.38M","-1.01%"
"27-09-2022","203.14","205.33","207.52","201.05","1.66M","0.50%"
"26-09-2022","202.13","208.19","209.46","200.98","2.43M","-3.99%"
"23-09-2022","210.52","214.52","215.80","209.86","1.47M","-1.86%"
"22-09-2022","214.50","213.52","216.52","213.19","1.15M","-0.02%"
"21-09-2022","214.54","217.97","219.12","213.75","1.32M","-1.38%"
"20-09-2022","217.55","217.85","221.45","217.18","1.88M","0.84%"
"19-09-2022","215.74","220.85","221.78","215.19","1.58M","-2.30%"
"16-09-2022","220.82","222.46","223.50","214.85","2.42M","-0.77%"
"15-09-2022","222.53","223.60","224.85","221.68","1.59M","-0.06%"
"14-09-2022","222.66","222.50","224.88","221.27","2.15M","-1.43%"
"13-09-2022","225.90","228.96","229.23","225.05","1.78M","-0.84%"
"12-09-2022","227.81","229.18","231.59","227.19","2.20M","-0.10%"
"09-09-2022","228.03","232.56","233.17","226.84","2.52M","-1.33%"
"08-09-2022","231.11","232.84","236.50","230.21","6.53M","0.38%"
"07-09-2022","230.24","224.18","234.44","223.23","10.49M","2.21%"
"06-09-2022","225.26","220.85","227.78","219.20","8.32M","2.78%"
"05-09-2022","219.17","216.42","220.38","213.64","2.98M","1.73%"
"02-09-2022","215.45","218.42","218.85","214.85","1.08M","-0.87%"
"01-09-2022","217.33","215.69","219.80","214.89","1.70M","0.18%"
"30-08-2022","216.95","211.27","222.51","210.27","5.68M","3.33%"
"29-08-2022","209.96","208.52","211.06","207.94","1.65M","-2.11%"
"26-08-2022","214.49","216.52","218.07","213.85","1.36M","-0.20%"
"25-08-2022","214.92","214.94","219.48","213.90","1.65M","0.32%"
"24-08-2022","214.24","214.19","215.39","211.72","1.81M","-0.01%"
"23-08-2022","214.27","208.84","216.09","208.74","1.89M","1.83%"
"22-08-2022","210.41","216.52","217.18","210.02","2.32M","-3.36%"
"19-08-2022","217.73","220.52","222.13","216.88","2.94M","-1.02%"
"18-08-2022","219.98","221.08","221.52","218.20","1.89M","-0.24%"
"17-08-2022","220.52","221.28","223.15","219.93","2.02M","0.15%"
"16-08-2022","220.18","219.22","221.52","218.85","2.19M","0.85%"
"12-08-2022","218.33","217.05","220.42","215.75","3.00M","1.01%"
