Price,Close,High,Low,Open,Volume
Ticker,BSE.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS
Date,,,,,
2021-04-05,58.883033752441406,60.86668531922536,58.3923432979948,60.86668531922536,2281572
2021-04-06,61.185115814208984,62.328324204817385,58.57504770569762,58.91435917639936,7387119
2021-04-07,63.31492614746094,64.93316491712362,60.87190784902678,61.18511789658402,13022739
2021-04-08,63.09046173095703,64.10316293005677,62.80857198713333,63.37234430602676,4204521
2021-04-09,63.649024963378906,64.15537564062414,62.32833238458127,63.090471411674145,2551086
2021-04-12,60.06278610229492,62.1873790008142,59.56165434716241,62.182160147831766,3567960
2021-04-13,59.739139556884766,60.725742943574254,58.809954307282446,60.53782121992073,2359341
2021-04-15,61.75410842895508,62.95473856799062,59.30064886644345,59.30064886644345,2219157
2021-04-16,61.681034088134766,62.92342230034242,61.310402298356294,61.73322979153271,2814399
2021-04-19,59.79133987426758,60.381213658365965,58.98744292862798,59.50945369953829,2435319
2021-04-20,61.769775390625,62.52668835308727,60.240278567978784,60.34467714232493,3765483
2021-04-22,62.73027420043945,63.664678365633684,60.93977017785509,61.65493231745447,4160763
2021-04-23,62.47970962524414,63.42455146313031,62.119522726133724,62.641529919679684,1835370
2021-04-26,62.65196990966797,63.36190594603744,62.1299555880714,62.65196990966797,1579140
2021-04-27,64.51033782958984,64.93839132483579,62.45360784863067,62.6467484302474,6884910
2021-04-28,64.58341217041016,65.17329309195843,64.10316300353452,64.62517733111916,4246722
2021-04-29,63.20530319213867,65.24115780084547,62.876436576502826,64.63040141823343,1755639
2021-04-30,62.70939254760742,64.05096034114528,62.114292771262534,62.85033025137599,1887606
2021-05-03,64.48423767089844,64.9383926099799,62.015117874239316,62.2239221883987,3498480
2021-05-04,64.82877349853516,67.00034715197388,64.25977506322594,65.26204589222127,10857852
2021-05-05,65.3455581665039,65.77361168203583,64.62518433808414,65.75794795288313,2164518
2021-05-06,71.30693817138672,72.3509668532171,65.05322529273374,65.35599762496688,32080509
2021-05-07,73.2801513671875,75.58222469493226,72.03775610111916,72.08995896844425,23645601
2021-05-10,72.93562316894531,74.81486909733209,72.55977254951709,74.14669101487685,4620717
2021-05-11,73.78128814697266,74.75223143657625,71.21298145471148,71.51575380456424,6077151
2021-05-12,76.81939697265625,78.24449516188162,74.02141063234635,74.12580920236485,17190216
2021-05-14,78.53683471679688,80.38997951522762,75.48827843543278,77.6441884529013,16413273
2021-05-17,78.24971008300781,80.25423708168084,77.3831654347509,79.0640518645015,7067718
2021-05-18,79.00140380859375,81.17297710476156,77.89996060179563,78.5107169354842,8007984
2021-05-19,79.09538269042969,79.97236516139735,77.91562785314261,78.92833636202967,4805406
2021-05-20,78.45329284667969,79.69046203540768,77.99913795761913,79.17366657587401,3384918
2021-05-21,77.99913787841797,80.69794427129027,77.67549015213312,79.00140134247727,4257585
2021-05-24,82.24311828613281,82.89563269981691,77.93651025205887,78.62557097851307,13092219
2021-05-25,83.42285919189453,83.88745182549208,81.92468272112473,82.99480569935129,12247011
2021-05-26,95.14727783203125,98.3785369941787,85.61010897681534,85.71450756221087,77120802
2021-05-27,95.0689697265625,98.97362548037837,93.23148171410314,97.12569976120923,37462716
2021-05-28,97.7990951538086,99.07802246165211,95.00632762213512,96.15475492318514,21911571
2021-05-31,100.45612335205078,102.08480680715503,96.5984521888449,97.82518363275292,24260481
2021-06-01,97.37625885009766,101.15563332331828,95.79455922315755,100.84242327608871,11544030
2021-06-02,96.07123565673828,98.08620057629086,95.63274443289038,97.2457644404818,6552828
2021-06-03,97.16223907470703,98.76482133898449,96.12865520220697,96.46795952717316,5584149
2021-06-04,96.98474884033203,98.91619759922594,96.18607077037171,97.1987719958433,5427801
2021-06-07,97.2509765625,98.55600526799326,96.15475216313548,97.30317943122076,4818006
2021-06-08,96.57758331298828,97.9243772323406,95.84676462927948,96.89601222182796,3985560
2021-06-09,95.17337036132812,97.08393669964691,93.45073292913784,97.08393669964691,5118309
2021-06-10,97.42323303222656,99.56870479260989,95.21512070247121,95.7423538582317,11257785
2021-06-11,96.49404907226562,98.94751202644447,96.25914334979122,98.1383891295865,4177017
2021-06-14,97.15702056884766,98.24280731638135,93.56034883131214,96.97953654130632,5344884
2021-06-15,98.67607116699219,100.05941139482005,96.61412229603883,97.60594816292296,14364027
2021-06-16,96.97953796386719,99.15111149078867,96.69764818951734,98.67607395716135,4228830
2021-06-17,94.7818603515625,97.19877727355181,94.40600971918668,96.57236433209515,4927761
2021-06-18,93.51336669921875,96.5723601591797,89.46254741490921,95.63795605630669,6616791
2021-06-21,93.88399505615234,94.99588322110176,91.17996952284999,91.87424906146987,4050531
2021-06-22,93.24714660644531,95.72670415634165,92.39626560509848,94.89148688400954,3363210
2021-06-23,92.85041809082031,94.39557872546912,92.3336225384575,93.857900589613,1953918
2021-06-24,91.95255279541016,93.6490887254188,91.64456159649797,93.59689302401807,1936224
2021-06-25,94.77142333984375,95.84154635210652,91.87425002294847,92.59462383559257,4288941
2021-06-28,96.44185638427734,97.03173017906848,94.30682924583154,95.42393625864452,7616979
2021-06-29,95.48136138916016,97.51199002836663,95.00633102441395,96.87513219389658,3686625
2021-06-30,94.01449584960938,95.98770256849471,93.65430180275617,95.7371331084557,2302857
2021-07-01,93.2627944946289,94.6878926147568,92.81386561093196,94.53128401419082,2666538
2021-07-02,100.02808380126953,101.06166758792075,93.33587986831265,93.33587986831265,26583822
2021-07-05,101.81859588623047,105.01852721695953,100.74846570499768,101.26003520239483,22059540
2021-07-06,100.30996704101562,102.9409141232858,99.11455579309383,102.10047090203875,6739497
2021-07-07,100.07506561279297,101.09821174435832,99.19286436111878,100.69625968619762,4566960
2021-07-08,101.5993423461914,105.23777190287348,100.075064457201,100.2264470417233,14175990
2021-07-09,102.09004211425781,103.25412600857034,101.43752772403153,102.19444068894158,5250924
2021-07-12,104.01103973388672,105.73890306630196,101.70374750110294,102.88871390484572,15889455
2021-07-13,115.1612319946289,116.40883895047165,103.67173354799591,104.80971591571941,79091919
2021-07-14,113.92929077148438,117.66168140229222,112.33715336406891,113.69960387074148,38901987
2021-07-15,120.339599609375,122.1509861210214,114.03890972362653,114.16419087464693,47307375
2021-07-16,124.41130065917969,126.32709300606291,120.89816638725279,121.20615042721207,41765841
2021-07-19,138.69357299804688,146.78999272000655,122.4902958479434,123.6961376623795,109535976
2021-07-20,139.147705078125,147.2075923360063,136.41236669961464,141.46544920973315,59364855
2021-07-22,130.0333709716797,141.31928391572984,128.99457549104645,139.89419295202893,17742690
2021-07-23,121.6133041381836,131.07739240706897,121.0077738508633,130.00726953012122,15854463
2021-07-26,131.4636993408203,133.3220555239898,117.97488518147954,121.74381475430776,23955102
2021-07-27,129.78282165527344,134.45482820254585,126.32709472408717,131.65163000918625,11767698
2021-07-28,127.78350830078125,130.20042521561393,124.77149873488911,130.20042521561393,5096664
2021-07-29,129.4696044921875,132.38242696315635,126.43148653845476,128.41513812585796,6235110
2021-07-30,130.37791442871094,132.69565888560862,129.30779138487756,129.75149429542597,5331591
2021-08-02,133.36383056640625,134.26168843686773,131.3175381683117,132.16319316592535,6336738
2021-08-03,132.0013885498047,135.02905500779588,131.6516393154106,134.0006970576066,3300381
2021-08-04,129.91851806640625,133.46299356951843,129.28166033666784,133.46299356951843,3307446
2021-08-05,130.60350036621094,133.74155946136528,127.43359065010819,132.5309441929725,4634163
2021-08-06,129.29730224609375,131.84596411053366,128.9734001391757,131.09729960982477,2080584
2021-08-09,126.81766510009766,130.40704338118124,126.48845451796353,130.40704338118124,3056121
2021-08-10,121.09375762939453,127.82650271644063,117.87606505113295,126.90260147472955,5238837
2021-08-11,118.8849105834961,121.47606189457846,113.74509003550129,121.06190177636617,7532532
2021-08-12,122.29376220703125,124.10969218318841,119.09198767115585,119.6282709785618,4705164
2021-08-13,121.02473449707031,122.65481819213717,119.99995837388845,119.99995837388845,2054637
2021-08-16,118.63005828857422,121.26368462584163,117.99289274330886,121.26368462584163,1862145
2021-08-17,116.17164611816406,118.63005012055842,115.70969547850146,118.60880908296944,2390094
2021-08-18,120.40349578857422,124.77871923086087,115.115002541077,115.115002541077,6987546
2021-08-20,117.91854858398438,122.01766063472024,117.35571575758276,119.36279335225377,3733551
2021-08-23,110.41059112548828,120.2760728617942,109.70970247406797,118.99642606272634,4713624
2021-08-24,113.65482330322266,114.62119933074833,108.66367549441884,110.97341402505724,5550030
2021-08-25,114.44597625732422,115.96456089530996,113.09730532887488,113.81942765669267,3239460
2021-08-26,116.9840316772461,118.28491213076346,113.31500526694589,114.9026142014485,4305618
2021-08-27,116.69730377197266,119.46898569854044,115.90615716489745,117.65305565756098,2787795
2021-08-30,127.14154052734375,128.49552720050497,116.70792569880071,116.81411629971434,13830570
2021-08-31,127.263671875,129.398188404148,125.55925538054382,127.83712886551103,6312555
2021-09-01,126.65304565429688,128.49552510357086,124.87960504269662,127.53977325190493,4923117
2021-09-02,125.64419555664062,128.1769467278255,125.3096911568648,126.58402210497535,2952909
2021-09-03,125.7557144165039,131.11854805593987,125.30970364448403,126.05305979238963,8508429
2021-09-06,124.02474212646484,126.79643156077162,123.716779874568,126.57341888112931,3572892
2021-09-07,122.17163848876953,124.75748873417861,120.59996211634274,124.35394547630145,2743488
2021-09-08,126.28668975830078,127.25305858719764,123.18580434011473,123.18580434011473,6633045
2021-09-09,131.8512725830078,135.39818294993495,126.06897100202478,126.3716393644214,22995036
2021-09-13,130.41233825683594,133.5928644897193,129.56809272578386,132.10615233878522,7170264
2021-09-14,130.58226013183594,133.2742937310362,129.68491559876918,131.20881606582282,5378841
2021-09-15,130.3592529296875,132.45128744907274,128.60173742937957,130.6194392501757,4755303
2021-09-16,130.72560119628906,132.4247236141759,128.9202954764716,130.51322000881268,5507982
2021-09-17,126.29729461669922,131.575178199798,125.60703748327568,131.36278241498084,5123979
2021-09-20,122.95748138427734,127.85836430056618,122.65482757518195,124.03535653631513,3023424
2021-09-21,123.89199829101562,124.77872596234872,120.24421272611134,122.33624718461509,3016143
2021-09-22,124.26896667480469,126.47781558433184,123.461894837816,125.52206379255196,2015154
2021-09-23,125.61235046386719,127.4335816750125,124.46014266531368,124.77872177044868,2514429
2021-09-24,124.39641571044922,126.65836387867797,123.50439419133353,126.4778332834922,2011437
2021-09-27,133.57164001464844,135.13269954835926,125.51677290792625,125.51677290792625,22525848
2021-09-28,135.0530548095703,137.5114588168711,131.84597167499055,134.86721578276868,12306789
2021-09-29,131.81944274902344,133.38050239803724,130.64598650195924,133.274304491009,4202271
2021-09-30,130.75216674804688,132.95570739496532,130.08845179419666,132.48313989777645,2666295
2021-10-01,129.45127868652344,130.51322844338054,128.28314562087348,129.98225356495198,2639547
2021-10-04,131.4105682373047,133.13092444866106,129.5574719569807,129.5574719569807,2291364
2021-10-05,134.171630859375,136.09905990039607,130.09376011960995,131.1291531133554,6094863
2021-10-06,132.62649536132812,137.88313057062388,131.37870659528542,136.03534267632733,7195266
2021-10-07,133.0034942626953,134.28844206141028,131.15039796221166,134.06012097347735,2458512
2021-10-08,142.13623046875,144.9557102514761,132.94509563423765,133.91146441086315,28426158
2021-10-11,152.35215759277344,153.98225594891053,143.36278700409943,143.50083552112628,26071776
2021-10-12,154.81056213378906,156.04241096913103,149.97870405766164,151.22118434871422,14759802
2021-10-13,150.94509887695312,156.95572246807504,150.1804943667907,156.10615379921788,6940944
2021-10-14,148.31675720214844,153.13269003405495,145.61410695537498,151.8583445261872,6421581
2021-10-18,149.7663116455078,152.49551868156865,147.32383308053303,149.73446102850704,4310739
2021-10-19,145.59286499023438,150.94508135651284,143.38932431117655,150.94508135651284,5097654
2021-10-20,142.64598083496094,147.50438179783805,139.2318246938129,145.5928778670513,5004108
2021-10-21,143.09730529785156,145.26367238911078,141.2919848048522,143.76102027678294,2569968
2021-10-22,140.05482482910156,148.11500003371776,134.47959577599636,143.89375767927237,4477590
2021-10-25,135.76455688476562,141.5787092684664,133.98048477198347,141.23888184214135,4652730
2021-10-26,144.84420776367188,146.54862425920845,136.99110496874667,136.99110496874667,6397272
2021-10-27,144.78048706054688,146.55392775595257,141.2919838869446,145.8052632146973,4807377
2021-10-28,140.0601348876953,144.7645470920176,138.58402496809381,144.7645470920176,3368277
2021-10-29,140.61764526367188,145.48667709989851,134.999948922265,139.1149932335126,5024880
2021-11-01,143.61233520507812,145.24241890211223,140.82472072565986,142.02473358193765,3479022
2021-11-02,143.19287109375,145.16278227578863,142.4707487332458,144.3185367097173,2449575
2021-11-03,143.59640502929688,146.20879727193002,141.87604880649906,143.87251662482294,4805235
2021-11-04,146.79286193847656,149.20348994765797,144.63711178985199,144.84950757637998,3935475
2021-11-08,148.6512908935547,149.2034995570295,146.76102077273208,147.99819276661975,3745593
2021-11-09,148.39111328125,150.69023524375473,148.03536050357437,149.394655787202,3424509
2021-11-10,151.3486328125,153.27075355116784,146.6548227188434,147.61057465153942,7691949
2021-11-11,151.04066467285156,152.07074926188125,148.99109778403695,152.07074926188125,3245247
2021-11-12,150.51499938964844,152.38932955642923,149.73446964122775,151.8583546566656,4246452
2021-11-15,158.3149871826172,161.94684730138988,152.283130452794,152.283130452794,22166001
2021-11-16,165.45657348632812,166.51321477249272,159.4937414003606,159.4937414003606,17690328
2021-11-17,165.67428588867188,168.5840238608254,163.66721551303408,165.90260700620854,10701756
2021-11-18,170.2725067138672,172.55570319303942,160.8424337665513,166.40703155125453,16249761
2021-11-22,162.9291534423828,174.15923803818012,157.70436871775692,173.30436103191423,15822225
2021-11-23,169.92738342285156,171.5043682348229,159.80702425545977,161.41587426999604,12193830
2021-11-24,167.2937469482422,174.1592320249828,166.29551302781485,171.84418509616867,9542934
2021-11-25,169.82118225097656,171.50436492755037,166.72560548813377,167.57515948100416,5034213
2021-11-26,161.24595642089844,168.19109745685662,159.82296005447887,166.72560443236125,7411725
2021-11-29,162.30259704589844,167.57515768181426,151.38578314551228,161.84064641608356,9320067
2021-11-30,165.64773559570312,169.5928664752528,163.1574663392021,163.94331912007218,11965131
2021-12-01,175.42295837402344,177.87605398215558,164.7716242144825,166.9380059151788,22664061
2021-12-02,201.6636505126953,205.9114351063576,175.43357226125104,177.7698530585845,62825058
2021-12-03,199.38577270507812,206.83533182683672,195.39815991963522,203.46895192806105,40485087
2021-12-06,196.28489685058594,208.56631488724665,193.80524445540436,200.70259527353008,30585879
2021-12-07,206.5539093017578,209.20346067726177,197.42116763214096,199.92205362498376,17859528
2021-12-08,218.4370880126953,223.9645117616612,208.4547925432206,210.1592088960636,40911408
2021-12-09,217.34329223632812,221.83002955310533,214.08843305990302,219.60524042296117,12878955
2021-12-10,223.20526123046875,229.38047546569942,215.2672084336496,215.45835591314747,25770123
2021-12-13,224.25656127929688,232.40700921884266,219.82293763779245,225.02647415471034,20236716
2021-12-14,243.3238067626953,246.69018672340152,221.41586046224577,221.94683535747023,38195784
2021-12-15,236.04417419433594,252.0742520666303,232.15212780137335,246.2229259698265,49438809
2021-12-16,223.91143798828125,237.87073082304337,221.82471191106816,235.96453534686196,16864524
2021-12-17,207.9556884765625,224.4583493663839,206.2831225784035,223.00878155999345,14297877
2021-12-20,202.9061279296875,206.51673967723224,191.68135172685518,201.76984545812297,14780682
2021-12-21,197.4901885986328,208.99107599571633,196.46010405883948,206.729128006943,7851897
2021-12-22,200.27780151367188,204.9556712723637,197.62823561861916,199.11496232736224,5871564
2021-12-23,197.8831329345703,204.42471651283807,197.18755272882376,202.9432980945233,4634910
2021-12-24,197.53799438476562,202.72560570539494,194.65481330415778,198.73268428928455,5525442
2021-12-27,194.88311767578125,199.52382872409223,193.2742822335079,196.46011708249844,4029192
2021-12-28,205.38046264648438,215.36275874759497,203.6070219275583,212.38931970527665,18601326
2021-12-29,207.46719360351562,208.67250039236265,206.23002161123196,206.4424174111638,4303980
2021-12-30,202.92205810546875,207.40347227916652,201.76985029716542,206.5114361936236,6434955
2021-12-31,203.7344512939453,205.8052373523205,203.04417955207583,203.8831166817721,3049884
2022-01-03,202.40701293945312,204.5256041578073,201.9397684322883,203.89373978120594,3950694
2022-01-04,202.84771728515625,204.74329571395322,200.49549666708023,203.45833329387858,3166245
2022-01-05,202.47071838378906,204.61054323890357,200.92029038216845,203.341520697756,3143358
2022-01-06,204.45126342773438,206.76098744059,199.8317862347902,201.4087856042111,5538114
2022-01-07,206.98399353027344,210.7963840982076,205.16807082952818,206.97337665780407,9942858
2022-01-10,206.35745239257812,209.67071870470332,204.9078847088833,209.2034596467279,4355451
2022-01-11,207.64242553710938,212.17693899309316,206.49552608089732,207.3928706689749,6195654
2022-01-12,206.6707305908203,210.15921917699197,205.3326691865502,209.41586307298812,3570975
2022-01-13,213.09019470214844,222.27603578116816,205.2211813064909,207.61056109099795,37368864
2022-01-14,219.3556671142578,220.56628223897417,211.18929429138524,213.0901811248073,12496032
2022-01-17,217.52914428710938,221.08665724455983,216.77515670245444,220.0353388756658,5362749
2022-01-18,214.5503692626953,221.73443358841305,211.4654094338543,218.53796743038308,8796375
2022-01-19,225.6530303955078,227.7875322867172,211.96452692037573,214.61940142271044,17419707
2022-01-20,229.9963836669922,232.01408539144086,224.92027873668926,226.83178256330027,13169817
2022-01-21,218.75038146972656,233.07604382629168,216.3981752387605,227.02826144932746,16011225
2022-01-24,207.7804412841797,219.99814227410636,204.42469301874365,218.54858922595733,11302407
2022-01-25,210.55215454101562,214.03533483935544,198.1273793657283,205.48666636052118,10127430
2022-01-27,211.0618896484375,215.03888596917818,207.71675773545448,210.1592366256536,9324216
2022-01-28,209.31497192382812,218.10788637735337,207.71143037639172,212.92027524965263,6844770
2022-01-31,207.41407775878906,213.91850172305837,206.6547963781987,212.02823175865691,5319927
2022-02-01,211.53443908691406,213.87602830878467,205.16807795705327,208.99108553026784,4603707
2022-02-02,220.67779541015625,221.64416416542136,212.39993058685778,212.4954970249426,9612252
2022-02-03,232.7733917236328,235.64595602745126,220.67781229729044,220.88489966561804,22956201
2022-02-04,235.75213623046875,238.87425516234057,231.18575801635228,236.28311111972027,14280255
2022-02-07,226.85833740234375,236.28311637484398,223.94859961128785,236.28311637484398,10955826
2022-02-08,220.619384765625,231.83885234699213,217.7096616701194,228.7432756471906,10942398
2022-02-09,237.33973693847656,243.17513767715408,213.98222325834467,221.94683198196455,47493864
2022-02-10,242.0282440185547,246.90258455515092,238.94328408105753,239.35213577461198,22831092
2022-02-11,241.21055603027344,246.15921499337963,236.02825292946082,238.9379908983345,12689658
2022-02-14,227.74505615234375,238.46539946435115,225.14328069715037,237.87601720136274,11149164
2022-02-15,232.7149658203125,234.90256660391123,223.25301346167993,230.33620299389221,12387987
2022-02-16,237.690185546875,242.9574378558279,232.35921741699872,232.5662901890955,13377393
2022-02-17,242.41053771972656,248.92028499760622,237.55744553718245,240.74328033512015,21081060
2022-02-18,240.29725646972656,246.90256982659972,238.94326982730476,243.626448037125,11531475
2022-02-21,229.76806640625,239.7875363540149,228.42471110206154,239.7875363540149,11159685
2022-02-22,219.20700073242188,224.07070953746887,215.5751407912441,217.3326560885339,10089477
2022-02-23,220.65126037597656,228.13267040070588,220.03533590217552,222.46718317819185,7676118
2022-02-24,199.0990447998047,213.45124830668107,197.39993682833423,211.22116544822202,18210141
2022-02-25,207.36099243164062,209.84064481371857,201.46189022699852,201.46189022699852,10405917
2022-02-28,208.50257873535156,210.09550342337627,200.90435407814735,203.68135176341727,8849700
2022-03-02,213.37159729003906,215.41053259476377,204.00522638477221,204.4246949218568,9092043
2022-03-03,222.2069854736328,224.07069857034466,216.64238836305057,218.2299898743323,8640846
2022-03-04,221.45303344726562,226.83179241139763,219.3078999857256,219.50437048034033,9863271
2022-03-07,218.53797912597656,220.24771862568142,213.55745518522662,218.76099179628957,7498773
2022-03-08,225.1379852294922,227.044180638713,219.93975703956588,221.73444611329916,6868080
2022-03-09,234.55213928222656,235.69903863278572,227.1556790121556,228.31850367190705,8083413
2022-03-10,278.17156982421875,281.4583085668139,240.53089190900855,241.9114207661438,65631258
2022-03-11,285.7963562011719,304.5662580617825,282.33440983133585,284.0707060362508,87032268
2022-03-14,321.8175964355469,330.6901519839703,286.21053030726165,287.36272350450736,68063517
2022-03-15,312.052978515625,333.45119721489243,298.79988427277635,330.7963374508331,33900858
2022-03-16,314.8193359375,323.3627095403363,310.61934218963336,316.61933325801425,14793219
2022-03-17,300.1698303222656,319.23175500114684,295.27956443540154,316.4600802939602,22806297
2022-03-21,298.8476867675781,314.2034481091024,286.72558002351553,286.72558002351553,15650502
2022-03-22,304.51849365234375,308.245920316655,299.15035174314164,303.3556543687039,6404940
2022-03-23,301.89019775390625,310.30080361483874,300.6955077641581,307.7521413591214,3792807
2022-03-24,297.0954895019531,301.6353111118145,296.28309453832065,299.6919566567502,2483190
2022-03-25,282.2494812011719,299.46894085216843,280.92733050587964,298.6087408013068,4445568
2022-03-28,281.34149169921875,294.6264367465022,276.92910199219205,282.2653929436729,5085117
2022-03-29,286.0406188964844,289.9114317569567,282.2654162307709,283.0459314265439,2553717
2022-03-30,300.72735595703125,305.52204118819645,286.72559522372006,289.4972701441022,4573713
2022-03-31,300.74322509765625,305.84057778311836,293.09721065307826,302.01757056082937,4336740
2022-04-01,297.9556579589844,299.6759997301861,294.37158829628606,299.46894153897927,3606015
2022-04-04,293.44769287109375,300.96627665828254,290.5485864639115,299.4530222152724,3780225
2022-04-05,289.0671691894531,295.9485652588355,288.4459071306225,294.4990121226964,2745333
2022-04-06,289.0034484863281,291.82292830767534,286.7255750291896,288.63707886271754,2308857
2022-04-07,283.7786865234375,289.5928542099099,281.946838257173,286.7415235385703,2686338
2022-04-08,287.31494140625,291.5043184648418,282.5998833222183,285.13264909512486,2736294
2022-04-11,285.9768981933594,287.9999082747969,283.22114889616216,286.72556271808344,1532448
2022-04-12,287.01226806640625,293.54324874511894,281.62820127130266,285.76980233185606,3716601
2022-04-13,287.506103515625,289.5131590963462,285.1326491642676,288.6370629433769,1379502
2022-04-18,280.46539306640625,285.7698041862482,280.3538867390198,285.7698041862482,1348863
2022-04-19,273.265380859375,283.4441616738816,267.91319368686663,282.8707047147607,1595313
2022-04-20,268.5981140136719,284.097230586715,266.0176015810109,273.663616197306,2790102
2022-04-21,268.024658203125,273.7910489729609,267.6105126877209,271.114926345745,1943097
2022-04-22,267.8813171386719,276.8494537401875,266.65477666075367,268.5662804360996,2144571
